ctrl,n,A,r_max_a,r_max_b,abs_diff
B6_center_anchored,6,11.306633979496388,6.828513189165439,6.828513332107826,1.429423868160029e-7
B6_center_anchored,6,0.5411695265464637,0.15,0.15,0.0
B6_center_anchored,6,5.7543993733715695,0.6708254988719902,0.35,0.3208254988719902
B6_center_anchored,6,0.2754228703338166,0.15,0.15,0.0
B6_center_anchored,6,2.9286445646252366,0.4346653628888716,0.4346766199068395,1.1257017967891692e-5
B6_center_anchored,6,0.14017374183467698,0.15,0.15,0.0
B6_center_anchored,6,1.0633265716371612,0.35,0.35,0.0
B6_center_anchored,6,11.306633979496388,4.547541934030349,4.508628106943309,0.03891382708703972
B6_center_anchored,6,0.5411695265464637,0.35,0.35,0.0
B6_center_anchored,6,5.7543993733715695,0.6694176574696972,0.23239959324396794,0.4370180642257292
B6_center_anchored,6,0.2754228703338166,0.35,0.35,0.0
B6_center_anchored,6,2.9286445646252366,0.1642936017818034,0.164293527675649,7.410615440739399e-8
B6_center_anchored,6,0.14017374183467698,0.35,0.35,0.0
B6_center_anchored,6,1.4905046433861961,0.15,0.15,0.0
B6_center_anchored,6,15.848931924611133,4.2953697574429865,4.295372419232574,2.6617895878544573e-6
B6_center_anchored,6,0.7585775750291838,0.1546406158080964,0.15464060696834686,8.839749543465558e-9
B6_center_anchored,6,8.066156921766133,1.3840723439933056,0.9513779625865022,0.4326943814068034
B6_center_anchored,6,0.3860705432153813,0.15174160863095645,0.15174155510673498,5.3524221471645816e-8
B6_center_anchored,6,4.105190671273078,0.35,0.35,0.0
B6_center_anchored,6,0.19648677899934675,0.15,0.15,0.0
B6_center_anchored,6,2.0892961308540396,0.6681156757727755,0.668136868820348,2.119304757242091e-5
B6_center_anchored,6,0.1,0.15,0.15,0.0
B6_center_anchored,6,1.0633265716371612,0.35,0.35,0.0
B6_center_anchored,6,11.306633979496388,1.554288428507233,1.5542877376901767,6.908170562258675e-7
B6_center_anchored,6,0.5411695265464637,0.35,0.35,0.0
B6_center_anchored,6,5.7543993733715695,1.3168912818211176,0.28724961179934994,1.0296416700217677
