ctrl,n,seed,field,A,logA,attack,omega,phase,r0,r_max,safe_frac,r_end,captured,crossed,t_cross,mean_r,ctrl_action
B4_random,4,7,linear,0.1,-1.0,ou_noise,1.3227083652174874,1,0.35,0.35,1.0,0.03140814409690025,false,false,Inf,0.05318663352221092,0.16639425117002726
B4_random,4,7,linear,0.1,-1.0,ou_noise,4.1799305664834,2,0.15,0.15,1.0,0.030296851625632976,false,false,Inf,0.04825134996732298,0.15011738488947152
B4_random,4,7,linear,0.1,-1.0,ou_noise,4.1799305664834,2,0.35,0.35,1.0,0.030296853254570173,false,false,Inf,0.05084053622381569,0.17252942217105485
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,sinusoid,2.0511717487311705,1,0.15,0.1512139593414809,1.0,0.03206620680868918,false,false,Inf,0.040347187705517006,0.15845053528375883
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,sinusoid,2.0511717487311705,1,0.35,0.35,1.0,0.03206620680868254,false,false,Inf,0.043252633562474316,0.18054452569565416
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,sinusoid,1.9642726276617517,2,0.15,0.1600750126205242,1.0,0.02881547644510052,false,false,Inf,0.053512038780421954,0.165867581956492
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,sinusoid,1.9642726276617517,2,0.35,0.35,1.0,0.02881547644487397,false,false,Inf,0.05623947320057916,0.18814341818925223
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,square,14.141609911096415,1,0.15,0.15,1.0,0.0314422487128607,false,false,Inf,0.033845799153074785,0.18093847441502242
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,square,14.141609911096415,1,0.35,0.35,1.0,0.03143900703075675,false,false,Inf,0.043653292065644854,0.19616289168695694
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,square,2.792067910405508,2,0.15,0.16054180866403836,1.0,0.028839085879592677,false,false,Inf,0.05359352672636133,0.17910699264014576
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,square,2.792067910405508,2,0.35,0.35,1.0,0.028839767254221334,false,false,Inf,0.056178158722373084,0.20142437384790132
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,chirp,4.1585835657023935,1,0.15,0.16026984195571967,1.0,0.02899250912764464,false,false,Inf,0.05269349659378707,0.16980704447079906
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,chirp,4.1585835657023935,1,0.35,0.35,1.0,0.028992509148887024,false,false,Inf,0.055311459335869124,0.1921884891618878
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,chirp,6.885494793072133,2,0.15,0.1600694603424143,1.0,0.02940682685930882,false,false,Inf,0.04740730963083863,0.1729243644644717
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,chirp,6.885494793072133,2,0.35,0.35,1.0,0.029406826801765956,false,false,Inf,0.05003388140666626,0.19529995864805222
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,multifreq,1.0178041511226448,1,0.15,0.15551058010325836,1.0,0.031428881265477444,false,false,Inf,0.0801650141972899,0.13281224488505497
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,multifreq,1.0178041511226448,1,0.35,0.35,1.0,0.031428881265356944,false,false,Inf,0.08275445624578112,0.15522226344966122
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,multifreq,26.527821021410535,2,0.15,0.15334888172192737,1.0,0.1481461693378061,false,false,Inf,0.15038554646772548,0.049692296512001057
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,multifreq,26.527821021410535,2,0.35,0.35,1.0,0.14814616934194705,false,false,Inf,0.15298931183101025,0.07208641069621571
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,ou_noise,11.385794517431627,1,0.15,0.15851253708617033,1.0,0.14853864022135105,false,false,Inf,0.150738043392547,0.05714718364540653
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,ou_noise,11.385794517431627,1,0.35,0.35,1.0,0.14853863629911823,false,false,Inf,0.15333706153841675,0.07954565654513177
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,ou_noise,5.312244415567759,2,0.15,0.15393860536793305,1.0,0.03115927534355148,false,false,Inf,0.07396742571720234,0.1308058007971748
B4_random,4,7,linear,0.14017374183467698,-0.8533333333333334,ou_noise,5.312244415567759,2,0.35,0.35,1.0,0.031158809637602126,false,false,Inf,0.0765725255282644,0.1532010132854499
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,sinusoid,5.3723415383146484,1,0.15,0.15813695595257996,1.0,0.033691527341817566,false,false,Inf,0.03797088721722826,0.17218953835425216
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,sinusoid,5.3723415383146484,1,0.35,0.35,1.0,0.033691527341525807,false,false,Inf,0.04102595182951859,0.1941424127788196
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,sinusoid,18.60588644293399,2,0.15,0.15,1.0,0.03356900290421404,false,false,Inf,0.03361859173541173,0.17912534190120513
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,sinusoid,18.60588644293399,2,0.35,0.35,1.0,0.033569002788153154,false,false,Inf,0.052403433944079085,0.18533745132489995
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,square,2.3620733891405656,1,0.15,0.15,1.0,0.004871162398086848,false,false,Inf,0.009327741146826515,0.2102171139062789
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,square,2.3620733891405656,1,0.35,0.35,1.0,0.004871303045325559,false,false,Inf,0.02137913668985701,0.22036629899024732
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,square,22.572613979536317,2,0.15,0.15,1.0,0.03446961471662401,false,false,Inf,0.03274903528781182,0.18094147855678294
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,square,22.572613979536317,2,0.35,0.35,1.0,0.03447012495093875,false,false,Inf,0.04400092606996037,0.1945672232191119
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,chirp,2.8036344050066835,1,0.15,0.1645374036511663,1.0,0.034379891213789114,false,false,Inf,0.057194317006476036,0.171117708204803
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,chirp,2.8036344050066835,1,0.35,0.35,1.0,0.03437989116449513,false,false,Inf,0.059811773152788475,0.1934994605739122
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,chirp,0.7313700353255881,2,0.15,0.16473755148985694,1.0,0.029781428169590805,false,false,Inf,0.08519578754229329,0.15348472843606914
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,chirp,0.7313700353255881,2,0.35,0.35,1.0,0.029781428236854816,false,false,Inf,0.08780409003650982,0.17587695957167362
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,multifreq,21.04256171577013,1,0.15,0.15540164788084135,1.0,0.14528528487721198,false,false,Inf,0.15035967801348016,0.049656122543671605
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,multifreq,21.04256171577013,1,0.35,0.35,1.0,0.14528526477021625,false,false,Inf,0.15297876925337636,0.07203592771273275
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,multifreq,3.494671606147911,2,0.15,0.15006561861676382,1.0,0.03169445339495765,false,false,Inf,0.034833913688403446,0.17367926871503594
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,multifreq,3.494671606147911,2,0.35,0.35,1.0,0.0316944533957556,false,false,Inf,0.039508452248423004,0.19401139072219395
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,ou_noise,1.803512643812649,1,0.15,0.15035809675802747,1.0,0.028835793122236802,false,false,Inf,0.046973020946868074,0.0940516069233566
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,ou_noise,1.803512643812649,1,0.35,0.35,1.0,0.028835792104473453,false,false,Inf,0.0495565541419714,0.1164674894699541
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,ou_noise,3.462363132965595,2,0.15,0.16307645478371996,1.0,0.03298766996377998,false,false,Inf,0.12412663733416254,0.12954273386736867
B4_random,4,7,linear,0.19648677899934675,-0.7066666666666667,ou_noise,3.462363132965595,2,0.35,0.35,1.0,0.03298789095590576,false,false,Inf,0.12675106957460966,0.15191741674850462
B4_random,4,7,linear,0.2754228703338166,-0.56,sinusoid,26.593711448648865,1,0.15,0.16036882217891738,1.0,0.026326593920594717,false,false,Inf,0.041082023412478706,0.17396541074824462
B4_random,4,7,linear,0.2754228703338166,-0.56,sinusoid,26.593711448648865,1,0.35,0.35,1.0,0.026326500726798478,false,false,Inf,0.04785709346656948,0.1922173896837775
B4_random,4,7,linear,0.2754228703338166,-0.56,sinusoid,27.44875710205333,2,0.15,0.15674791599305402,1.0,0.034023821430460476,false,false,Inf,0.03697003804100674,0.1771165683118883
B4_random,4,7,linear,0.2754228703338166,-0.56,sinusoid,27.44875710205333,2,0.35,0.35,1.0,0.03402366423122636,false,false,Inf,0.05655258274063007,0.18255117797946985
B4_random,4,7,linear,0.2754228703338166,-0.56,square,0.7536975554045326,1,0.15,0.15,1.0,0.006269929596718285,false,false,Inf,-0.020757496275191755,0.23514676272099017
B4_random,4,7,linear,0.2754228703338166,-0.56,square,0.7536975554045326,1,0.35,0.35,1.0,0.006269929596718284,false,false,Inf,-0.012997284271159986,0.2534595610294159
B4_random,4,7,linear,0.2754228703338166,-0.56,square,2.028336150889891,2,0.15,0.15,1.0,0.006269929596718285,false,false,Inf,-0.008242805212982564,0.26378334682697163
B4_random,4,7,linear,0.2754228703338166,-0.56,square,2.028336150889891,2,0.35,0.35,1.0,0.006269929596718284,false,false,Inf,0.004287024745582188,0.2762981867946964
B4_random,4,7,linear,0.2754228703338166,-0.56,chirp,5.966759429333667,1,0.15,0.1700630012537202,1.0,0.006106575925088611,false,false,Inf,0.028081409517592127,0.19959873493498306
B4_random,4,7,linear,0.2754228703338166,-0.56,chirp,5.966759429333667,1,0.35,0.35,1.0,0.0061039758589341,false,false,Inf,0.030724487866983462,0.22158289525805802
B4_random,4,7,linear,0.2754228703338166,-0.56,chirp,0.6927440273013815,2,0.15,0.17088047265100192,1.0,-0.008079983415045691,false,false,Inf,0.071486571920115,0.1909156562108125
B4_random,4,7,linear,0.2754228703338166,-0.56,chirp,0.6927440273013815,2,0.35,0.35,1.0,-0.008080092426637353,false,false,Inf,0.07408867484695164,0.2131258552305205
B4_random,4,7,linear,0.2754228703338166,-0.56,multifreq,21.223784398893937,1,0.15,0.15732225185235105,1.0,0.14831546712932775,false,false,Inf,0.15018507530618302,0.04996715957988105
B4_random,4,7,linear,0.2754228703338166,-0.56,multifreq,21.223784398893937,1,0.35,0.35,1.0,0.14831546811426516,false,false,Inf,0.1527689081813113,0.07237467071854584
B4_random,4,7,linear,0.2754228703338166,-0.56,multifreq,29.2197632492348,2,0.15,0.155810292805193,1.0,0.14858206173503952,false,false,Inf,0.15034095369929523,0.04968635309415404
B4_random,4,7,linear,0.2754228703338166,-0.56,multifreq,29.2197632492348,2,0.35,0.35,1.0,0.14858206090467768,false,false,Inf,0.15296247349612205,0.07205641312913334
B4_random,4,7,linear,0.2754228703338166,-0.56,ou_noise,8.295677638073036,1,0.15,0.15047878066356427,1.0,0.03049425475686626,false,false,Inf,0.037910755739553735,0.20992046942293927
B4_random,4,7,linear,0.2754228703338166,-0.56,ou_noise,8.295677638073036,1,0.35,0.35,1.0,0.03049420774292811,false,false,Inf,0.04173031799173993,0.23109489117316315
B4_random,4,7,linear,0.2754228703338166,-0.56,ou_noise,0.6422692474564393,2,0.15,0.15006035527261136,1.0,0.023878495037875393,false,false,Inf,0.03921674801047055,0.1778149872071863
B4_random,4,7,linear,0.2754228703338166,-0.56,ou_noise,0.6422692474564393,2,0.35,0.35,1.0,0.023878490798418136,false,false,Inf,0.04263122880145032,0.19940022545736724
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,sinusoid,0.5899761942001447,1,0.15,0.15,1.0,0.006228888735063753,false,false,Inf,-0.03136611352360213,0.2692089159680409
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,sinusoid,0.5899761942001447,1,0.35,0.35,1.0,0.006228888768950359,false,false,Inf,-0.022758121563875834,0.28610015503769687
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,sinusoid,1.6509774183328787,2,0.15,0.15,1.0,-0.0854314629434948,false,false,Inf,-0.01272250004396583,0.22962062755845847
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,sinusoid,1.6509774183328787,2,0.35,0.35,1.0,-0.0854314359857468,false,false,Inf,0.0030985212972779465,0.2377640270039128
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,square,15.599606451984995,1,0.15,0.17718287427362167,1.0,-0.01827889498925857,false,false,Inf,0.0034805418733270485,0.21719424100715035
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,square,15.599606451984995,1,0.35,0.35,1.0,-0.018292825636089347,false,false,Inf,0.006758928885429667,0.23893782372941963
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,square,4.122095866854549,2,0.15,0.18002964501136962,1.0,0.006366731347831577,false,false,Inf,-0.00924849404955724,0.24377157468811197
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,square,4.122095866854549,2,0.35,0.35,1.0,0.006366731347831577,false,false,Inf,-0.006228229015228702,0.2659241976943268
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,chirp,0.9732988379418265,1,0.15,0.1798416901073807,1.0,-0.03211665721590636,false,false,Inf,0.052739186299532004,0.2105049892057424
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,chirp,0.9732988379418265,1,0.35,0.35,1.0,-0.03211665882166062,false,false,Inf,0.05535491702354481,0.23284737942506908
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,chirp,5.596440796629167,2,0.15,0.17869536873057038,1.0,0.005918369886239901,false,false,Inf,0.023923264193024006,0.2126565465077579
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,chirp,5.596440796629167,2,0.35,0.35,1.0,0.005918410805453158,false,false,Inf,0.02658128994945293,0.2353194047783823
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,multifreq,8.807709601659875,1,0.15,0.16044605496996,1.0,0.006202092293487268,false,false,Inf,0.020240228970870643,0.19697685229312284
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,multifreq,8.807709601659875,1,0.35,0.35,1.0,0.0062020457567484215,false,false,Inf,0.02378147837977941,0.21844699807055204
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,multifreq,20.034650953887777,2,0.15,0.15126172067056712,1.0,0.02972335584032673,false,false,Inf,0.03292030265984357,0.18006722117426902
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,multifreq,20.034650953887777,2,0.35,0.35,1.0,0.14316767770286995,false,false,Inf,0.15179889418713768,0.07200469545700937
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,ou_noise,1.8272902849368375,1,0.15,0.1727901481511594,1.0,0.00607716601246134,false,false,Inf,0.0684300841517014,0.13440735961337194
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,ou_noise,1.8272902849368375,1,0.35,0.35,1.0,0.006077150885044596,false,false,Inf,0.07111216694571355,0.15671420961280044
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,ou_noise,14.480100495967815,2,0.15,0.15,1.0,0.005986589567406972,false,false,Inf,-0.010500494792539204,0.03978785470779282
B4_random,4,7,linear,0.3860705432153813,-0.41333333333333333,ou_noise,14.480100495967815,2,0.35,0.35,1.0,0.005987573025962754,false,false,Inf,-0.00776476479230754,0.06179984989236454
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,sinusoid,1.459845992452485,1,0.15,0.1739728438762754,1.0,0.006496134429798301,false,false,Inf,-0.038198566272724575,0.21579951434781686
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,sinusoid,1.459845992452485,1,0.35,0.35,1.0,0.006496134417960028,false,false,Inf,-0.035208265559208425,0.23781137458235754
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,sinusoid,3.0171038898776126,2,0.15,0.19219863592025802,1.0,-0.09445646616309082,false,false,Inf,0.0023085232474090176,0.24239678809728918
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,sinusoid,3.0171038898776126,2,0.35,0.35,1.0,-0.09445647675049863,false,false,Inf,0.004882103209511942,0.2648199353325579
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,square,0.8952704515863218,1,0.15,0.19250677140339353,1.0,-0.16353036431043722,false,false,Inf,-0.10188973698020337,0.3156648518976626
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,square,0.8952704515863218,1,0.35,0.35,1.0,-0.16336213207713557,false,false,Inf,-0.09793412073999491,0.33675143539935937
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,square,2.723459052522847,2,0.15,0.15,1.0,0.006505264056752554,false,false,Inf,-0.06978596000542918,0.28494617588347987
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,square,2.723459052522847,2,0.35,0.35,1.0,0.006505264056752554,false,false,Inf,-0.06286529441451498,0.30322438995383477
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,chirp,1.2484865325941223,1,0.15,0.19332772631188855,1.0,-0.041260037049869885,false,false,Inf,0.034516510980909555,0.23853806639274663
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,chirp,1.2484865325941223,1,0.35,0.35,1.0,-0.041260026269259634,false,false,Inf,0.03713247455430115,0.2609572360051967
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,chirp,27.538238080019187,2,0.15,0.1828854386210515,1.0,0.003160974010869448,false,false,Inf,0.012518416109194044,0.2042697012244073
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,chirp,27.538238080019187,2,0.35,0.35,1.0,0.0031617950514066908,false,false,Inf,0.015515726492306517,0.2248791981019891
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,multifreq,1.0941895021424781,1,0.15,0.17012328732951168,1.0,-0.010253975127049056,false,false,Inf,0.014178282740501563,0.18963078418033197
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,multifreq,1.0941895021424781,1,0.35,0.35,1.0,-0.010253970578777314,false,false,Inf,0.01709577762867667,0.21170549043318226
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,multifreq,3.32565503203794,2,0.15,0.15,1.0,0.0003958627196386725,false,false,Inf,0.006936793804564555,0.21143201236493173
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,multifreq,3.32565503203794,2,0.35,0.35,1.0,0.0003959145861799658,false,false,Inf,0.016772319824329068,0.22654737572527403
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,ou_noise,8.07593143576886,1,0.15,0.17000985899293705,1.0,0.006196255046437424,false,false,Inf,0.0014490020234626067,0.09179098051444444
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,ou_noise,8.07593143576886,1,0.35,0.35,1.0,0.006196421744711314,false,false,Inf,0.004102210406991795,0.11382205660702044
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,ou_noise,16.686439492706373,2,0.15,0.15005543969100232,1.0,-0.0014913644580736261,false,false,Inf,0.02964904654692162,0.1504623509523601
B4_random,4,7,linear,0.5411695265464637,-0.26666666666666666,ou_noise,16.686439492706373,2,0.35,0.35,1.0,-0.0014914102942487145,false,false,Inf,0.03228758399668338,0.17282535295145685
B4_random,4,7,linear,0.7585775750291838,-0.12,sinusoid,5.615117909477412,1,0.15,0.15,1.0,-0.08263898633792859,false,false,Inf,-0.03568432827257425,0.2620438071052256
B4_random,4,7,linear,0.7585775750291838,-0.12,sinusoid,5.615117909477412,1,0.35,0.35,1.0,-0.08263909065377865,false,false,Inf,-0.01894927655928539,0.2713722626360597
B4_random,4,7,linear,0.7585775750291838,-0.12,sinusoid,0.5821140125410896,2,0.15,0.15,1.0,0.006624007039982378,false,false,Inf,-0.16781485960013753,0.322056878337175
B4_random,4,7,linear,0.7585775750291838,-0.12,sinusoid,0.5821140125410896,2,0.35,0.35,1.0,0.006624007070005586,false,false,Inf,-0.15757274330575208,0.33548561828609397
B4_random,4,7,linear,0.7585775750291838,-0.12,square,4.7936945347930155,1,0.15,0.15,1.0,-0.2626255146563393,false,false,Inf,-0.08715680577210842,0.3260697263424095
B4_random,4,7,linear,0.7585775750291838,-0.12,square,4.7936945347930155,1,0.35,0.35,1.0,-0.2630364448352696,false,false,Inf,-0.05925878226920378,0.3231269842207032
B4_random,4,7,linear,0.7585775750291838,-0.12,square,27.805688605803702,2,0.15,0.15,1.0,-0.049992797968264904,false,false,Inf,-0.014799796122318947,0.225926519540247
B4_random,4,7,linear,0.7585775750291838,-0.12,square,27.805688605803702,2,0.35,0.35,1.0,-0.05043661407371606,false,false,Inf,-0.007326716589439075,0.23992555801903315
B4_random,4,7,linear,0.7585775750291838,-0.12,chirp,14.734695721092425,1,0.15,0.20461351733394445,1.0,0.0064281973927468655,false,false,Inf,0.010319666539157705,0.21970021287144106
B4_random,4,7,linear,0.7585775750291838,-0.12,chirp,14.734695721092425,1,0.35,0.35,1.0,0.006428195189719237,false,false,Inf,0.013243508469531002,0.23975237352292575
B4_random,4,7,linear,0.7585775750291838,-0.12,chirp,12.06342386320565,2,0.15,0.20643795829416495,1.0,0.004150083834284829,false,false,Inf,0.010574726912100312,0.2245896347058549
B4_random,4,7,linear,0.7585775750291838,-0.12,chirp,12.06342386320565,2,0.35,0.35,1.0,0.004150175466971326,false,false,Inf,0.013439369510346175,0.24633290507811603
B4_random,4,7,linear,0.7585775750291838,-0.12,multifreq,3.1590259730491264,1,0.15,0.15,1.0,-0.05388891637649189,false,false,Inf,0.0016228990754751569,0.22508012342110434
B4_random,4,7,linear,0.7585775750291838,-0.12,multifreq,3.1590259730491264,1,0.35,0.35,1.0,-0.05388867238653124,false,false,Inf,0.03398474202022917,0.22126099547905761
B4_random,4,7,linear,0.7585775750291838,-0.12,multifreq,19.19407725931535,2,0.15,0.16871322612210865,1.0,0.005858133408432081,false,false,Inf,0.009796952379971642,0.20840597064509914
B4_random,4,7,linear,0.7585775750291838,-0.12,multifreq,19.19407725931535,2,0.35,0.35,1.0,0.0058573433682087605,false,false,Inf,0.01737387738018564,0.22648618016035132
B4_random,4,7,linear,0.7585775750291838,-0.12,ou_noise,1.9584911623554186,1,0.15,0.15085698270490042,1.0,0.006394935804655142,false,false,Inf,-0.028199617802501114,0.10015935006961567
B4_random,4,7,linear,0.7585775750291838,-0.12,ou_noise,1.9584911623554186,1,0.35,0.35,1.0,0.006393326679975007,false,false,Inf,-0.025174866148692857,0.12223628608889482
B4_random,4,7,linear,0.7585775750291838,-0.12,ou_noise,10.61949299696021,2,0.15,0.15,1.0,-5.5040064663355225e-5,false,false,Inf,-0.01649324862342713,0.15530786151324674
B4_random,4,7,linear,0.7585775750291838,-0.12,ou_noise,10.61949299696021,2,0.35,0.35,1.0,-5.097940825904605e-5,false,false,Inf,-0.012482882805371754,0.17488949391843037
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,sinusoid,4.163018635284316,1,0.15,0.21897597782302686,1.0,0.003478652349563152,false,false,Inf,-0.07500589117298563,0.3215907987810635
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,sinusoid,4.163018635284316,1,0.35,0.35,1.0,0.003479016658065134,false,false,Inf,-0.07029799502801479,0.34496206744376345
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,sinusoid,5.247012731144599,2,0.15,0.22848715320940838,1.0,-0.2083299646077123,false,false,Inf,-0.06091636326861588,0.29916667758038445
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,sinusoid,5.247012731144599,2,0.35,0.35,1.0,-0.20832991798480752,false,false,Inf,-0.05603151625857211,0.3191671072671965
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,square,12.320768884513516,1,0.15,0.2386332035663461,1.0,-0.05798810716180796,false,false,Inf,-0.0560190401899998,0.3010788480765198
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,square,12.320768884513516,1,0.35,0.35,1.0,-0.05740896514271453,false,false,Inf,-0.052010562136010505,0.32624839269654066
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,square,6.015199253199496,2,0.15,0.24912799046114206,1.0,-0.24192567829499279,false,false,Inf,-0.10421453965277597,0.35193161612596446
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,square,6.015199253199496,2,0.35,0.35,1.0,-0.24195077192708303,false,false,Inf,-0.09827340207323908,0.3718381934222291
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,chirp,3.3981933280190026,1,0.15,0.24851036737708232,1.0,-0.018962836340491084,false,false,Inf,-0.0038990533551947603,0.29156170712743057
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,chirp,3.3981933280190026,1,0.35,0.35,1.0,-0.018962945650203736,false,false,Inf,-0.00120161473731791,0.31369750014967196
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,chirp,1.8438187427853845,2,0.15,0.2521070796789923,1.0,0.006411928968137783,false,false,Inf,-0.008282602774070202,0.3295708818868069
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,chirp,1.8438187427853845,2,0.35,0.35,1.0,0.006411928131812578,false,false,Inf,-0.0056309279571471315,0.3519290768727602
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,multifreq,0.5873822086701164,1,0.15,0.22114069553086327,1.0,0.0012202662271695063,false,false,Inf,0.04011436586644197,0.24678559102815595
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,multifreq,0.5873822086701164,1,0.35,0.35,1.0,0.0012202662273236642,false,false,Inf,0.0433665393132848,0.2685390920938894
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,multifreq,10.010537289016249,2,0.15,0.17231430775240467,1.0,-0.007022076232537735,false,false,Inf,0.0009896453200127478,0.21504676898340816
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,multifreq,10.010537289016249,2,0.35,0.35,1.0,-0.007021266019038987,false,false,Inf,0.00529021538461459,0.2349284100406281
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,ou_noise,4.670474602160949,1,0.15,0.1548569993297417,1.0,0.00666110560536502,false,false,Inf,-0.040672220295394496,0.23657649202700953
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,ou_noise,4.670474602160949,1,0.35,0.35,1.0,0.006660306095281746,false,false,Inf,-0.035736565630402006,0.25673151558919155
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,ou_noise,0.8919270149689237,2,0.15,0.15353741434654855,1.0,0.006593586390473396,false,false,Inf,-0.0052000983541883004,0.3531532137154235
B4_random,4,7,linear,1.0633265716371612,0.026666666666666637,ou_noise,0.8919270149689237,2,0.35,0.35,1.0,0.00659612520523629,false,false,Inf,-6.967710071230418e-5,0.3730907842466041
B4_random,4,7,linear,1.4905046433861961,0.17333333333333334,sinusoid,16.479365343637184,1,0.15,0.22757058181277626,1.0,-0.1180392879054691,false,false,Inf,-0.03868315518562401,0.27028655069323576
B4_random,4,7,linear,1.4905046433861961,0.17333333333333334,sinusoid,16.479365343637184,1,0.35,0.35,1.0,-0.11803917166434136,false,false,Inf,-0.03511750287678788,0.295448310587486
B4_random,4,7,linear,1.4905046433861961,0.17333333333333334,sinusoid,1.343995697509707,2,0.15,0.1895354725958938,1.0,0.006994145853525349,false,false,Inf,-0.31569132901525476,0.3157379263967399
B4_random,4,7,linear,1.4905046433861961,0.17333333333333334,sinusoid,1.343995697509707,2,0.35,0.35,1.0,0.006994157730652042,false,false,Inf,-0.31213612667345764,0.3376815561607453
B4_random,4,7,linear,1.4905046433861961,0.17333333333333334,square,8.444528372865634,1,0.15,0.29552305134820694,1.0,-0.33779227773349896,false,false,Inf,-0.1341707396991476,0.38010996555730653
