n,rho,beta,delta,perturbation,is_cantor,regression_rate,over_intervention_rate,guard_activation_rate,guard_caught_rate,leaf_width,guard_measure,rho_star_pred,rho_star_pred_two_sided
3,0.4,0.375,0.024000000000000007,worst_case,False,0.0,0.16821,0.48675,0.31854,0.06400000000000002,0.48799999999999993,0.42105263157894735,0.36363636363636365
3,0.4,0.5,0.03200000000000001,uniform,False,0.0,0.112005,0.48838,0.376375,0.06400000000000002,0.48799999999999993,0.4,0.3333333333333333
3,0.4,0.5,0.03200000000000001,worst_case,False,0.0,0.224455,0.487605,0.26315,0.06400000000000002,0.48799999999999993,0.4,0.3333333333333333
3,0.4,0.625,0.04000000000000001,uniform,False,0.003405,0.136115,0.487005,0.35089,0.06400000000000002,0.48799999999999993,0.38095238095238093,0.3076923076923077
3,0.4,0.625,0.04000000000000001,worst_case,False,0.03207,0.24856,0.48744,0.23888,0.06400000000000002,0.48799999999999993,0.38095238095238093,0.3076923076923077
3,0.4,0.75,0.048000000000000015,uniform,False,0.010965,0.15601,0.48613,0.33012,0.06400000000000002,0.48799999999999993,0.36363636363636365,0.2857142857142857
3,0.4,0.75,0.048000000000000015,worst_case,False,0.06443,0.273085,0.487845,0.21476,0.06400000000000002,0.48799999999999993,0.36363636363636365,0.2857142857142857
3,0.4,1.0,0.06400000000000002,uniform,False,0.0319,0.191535,0.486875,0.29534,0.06400000000000002,0.48799999999999993,0.3333333333333333,0.25
3,0.4,1.0,0.06400000000000002,worst_case,False,0.12804,0.320305,0.48825,0.167945,0.06400000000000002,0.48799999999999993,0.3333333333333333,0.25
3,0.4,1.5,0.09600000000000003,uniform,False,0.087565,0.21059,0.48077,0.27018,0.06400000000000002,0.48799999999999993,0.2857142857142857,0.2
3,0.4,1.5,0.09600000000000003,worst_case,False,0.28778,0.160565,0.45843,0.297865,0.06400000000000002,0.48799999999999993,0.2857142857142857,0.2
3,0.42,0.25,0.018521999999999997,uniform,False,0.0,0.065545,0.40774,0.342195,0.07408799999999999,0.40729600000000005,0.4444444444444444,0.4
3,0.42,0.25,0.018521999999999997,worst_case,False,0.0,0.129425,0.406775,0.27735,0.07408799999999999,0.40729600000000005,0.4444444444444444,0.4
3,0.42,0.375,0.027782999999999995,uniform,False,0.0,0.09786,0.40725,0.30939,0.07408799999999999,0.40729600000000005,0.42105263157894735,0.36363636363636365
3,0.42,0.375,0.027782999999999995,worst_case,False,0.0,0.194355,0.40609,0.211735,0.07408799999999999,0.40729600000000005,0.42105263157894735,0.36363636363636365
3,0.42,0.5,0.037043999999999994,uniform,False,0.00411,0.12565,0.40649,0.28084,0.07408799999999999,0.40729600000000005,0.4,0.3333333333333333
3,0.42,0.5,0.037043999999999994,worst_case,False,0.035295,0.223785,0.406315,0.18253,0.07408799999999999,0.40729600000000005,0.4,0.3333333333333333
3,0.42,0.625,0.04630499999999999,uniform,False,0.01425,0.14761,0.406435,0.258825,0.07408799999999999,0.40729600000000005,0.38095238095238093,0.3076923076923077
3,0.42,0.625,0.04630499999999999,worst_case,False,0.071955,0.252345,0.40812,0.155775,0.07408799999999999,0.40729600000000005,0.38095238095238093,0.3076923076923077
3,0.42,0.75,0.05556599999999999,uniform,False,0.02699,0.167905,0.40698,0.239075,0.07408799999999999,0.40729600000000005,0.36363636363636365,0.2857142857142857
3,0.42,0.75,0.05556599999999999,worst_case,False,0.1092,0.279115,0.40727,0.128155,0.07408799999999999,0.40729600000000005,0.36363636363636365,0.2857142857142857
3,0.42,1.0,0.07408799999999999,uniform,False,0.05735,0.20216,0.406325,0.204165,0.07408799999999999,0.40729600000000005,0.3333333333333333,0.25
3,0.42,1.0,0.07408799999999999,worst_case,False,0.19712,0.321845,0.408685,0.08684,0.07408799999999999,0.40729600000000005,0.3333333333333333,0.25
3,0.42,1.5,0.11113199999999998,uniform,False,0.13882,0.205795,0.39949,0.193695,0.07408799999999999,0.40729600000000005,0.2857142857142857,0.2
3,0.42,1.5,0.11113199999999998,worst_case,False,0.359225,0.15974,0.378855,0.219115,0.07408799999999999,0.40729600000000005,0.2857142857142857,0.2
3,0.44,0.25,0.021296,uniform,False,0.0,0.07436,0.316565,0.242205,0.085184,0.318528,0.4444444444444444,0.4
3,0.44,0.25,0.021296,worst_case,False,0.0,0.150345,0.3195,0.169155,0.085184,0.318528,0.4444444444444444,0.4
3,0.44,0.375,0.031944,uniform,False,0.00469,0.1077,0.317755,0.210055,0.085184,0.318528,0.42105263157894735,0.36363636363636365
3,0.44,0.375,0.031944,worst_case,False,0.035705,0.188475,0.31863,0.130155,0.085184,0.318528,0.42105263157894735,0.36363636363636365
3,0.44,0.5,0.042592,uniform,False,0.017005,0.132525,0.317955,0.18543,0.085184,0.318528,0.4,0.3333333333333333
3,0.44,0.5,0.042592,worst_case,False,0.078395,0.21977,0.3183,0.09853,0.085184,0.318528,0.4,0.3333333333333333
3,0.44,0.625,0.053239999999999996,uniform,False,0.033445,0.153765,0.318715,0.16495,0.085184,0.318528,0.38095238095238093,0.3076923076923077
3,0.44,0.625,0.053239999999999996,worst_case,False,0.12153,0.250945,0.318735,0.06779,0.085184,0.318528,0.38095238095238093,0.3076923076923077
3,0.44,0.75,0.063888,uniform,False,0.053775,0.16976,0.317515,0.147755,0.085184,0.318528,0.36363636363636365,0.2857142857142857
3,0.44,0.75,0.063888,worst_case,False,0.18513,0.26237,0.31936,0.05699,0.085184,0.318528,0.36363636363636365,0.2857142857142857
3,0.44,1.0,0.085184,uniform,False,0.102415,0.195955,0.31788,0.121925,0.085184,0.318528,0.3333333333333333,0.25
3,0.44,1.0,0.085184,worst_case,False,0.313185,0.28514,0.320345,0.035205,0.085184,0.318528,0.3333333333333333,0.25
3,0.44,1.5,0.127776,uniform,False,0.20478,0.192585,0.311955,0.11937,0.085184,0.318528,0.2857142857142857,0.2
3,0.44,1.5,0.127776,worst_case,False,0.44229,0.156035,0.293505,0.13747,0.085184,0.318528,0.2857142857142857,0.2
4,0.2,0.25,0.0004000000000000001,uniform,False,0.0,0.00306,0.974235,0.971175,0.0016000000000000003,0.9743999999999999,0.4444444444444444,0.4
4,0.2,0.25,0.0004000000000000001,worst_case,False,0.0,0.006145,0.97422,0.968075,0.0016000000000000003,0.9743999999999999,0.4444444444444444,0.4
4,0.2,0.375,0.0006000000000000001,uniform,False,0.0,0.0046,0.97425,0.96965,0.0016000000000000003,0.9743999999999999,0.42105263157894735,0.36363636363636365
4,0.2,0.375,0.0006000000000000001,worst_case,False,0.0,0.00915,0.97443,0.96528,0.0016000000000000003,0.9743999999999999,0.42105263157894735,0.36363636363636365
4,0.2,0.5,0.0008000000000000001,uniform,False,0.0,0.00614,0.974285,0.968145,0.0016000000000000003,0.9743999999999999,0.4,0.3333333333333333
4,0.2,0.5,0.0008000000000000001,worst_case,False,0.0,0.012075,0.974545,0.96247,0.0016000000000000003,0.9743999999999999,0.4,0.3333333333333333
4,0.2,0.625,0.0010000000000000002,uniform,False,0.0,0.007605,0.97436,0.966755,0.0016000000000000003,0.9743999999999999,0.38095238095238093,0.3076923076923077
4,0.2,0.625,0.0010000000000000002,worst_case,False,0.0,0.0151,0.974735,0.959635,0.0016000000000000003,0.9743999999999999,0.38095238095238093,0.3076923076923077
4,0.2,0.75,0.0012000000000000001,uniform,False,0.0,0.00904,0.974405,0.965365,0.0016000000000000003,0.9743999999999999,0.36363636363636365,0.2857142857142857
4,0.2,0.75,0.0012000000000000001,worst_case,False,0.0,0.01826,0.975045,0.956785,0.0016000000000000003,0.9743999999999999,0.36363636363636365,0.2857142857142857
4,0.2,1.0,0.0016000000000000003,uniform,False,0.0,0.012155,0.974645,0.96249,0.0016000000000000003,0.9743999999999999,0.3333333333333333,0.25
4,0.2,1.0,0.0016000000000000003,worst_case,False,0.0,0.02433,0.974875,0.950545,0.0016000000000000003,0.9743999999999999,0.3333333333333333,0.25
4,0.2,1.5,0.0024000000000000002,uniform,False,0.0,0.016225,0.97402,0.957795,0.0016000000000000003,0.9743999999999999,0.2857142857142857,0.2
4,0.2,1.5,0.0024000000000000002,worst_case,False,0.0,0.02433,0.973705,0.949375,0.0016000000000000003,0.9743999999999999,0.2857142857142857,0.2
4,0.22,0.25,0.00058564,uniform,False,0.0,0.004295,0.962415,0.95812,0.00234256,0.9625190400000001,0.4444444444444444,0.4
4,0.22,0.25,0.00058564,worst_case,False,0.0,0.00847,0.962095,0.953625,0.00234256,0.9625190400000001,0.4444444444444444,0.4
4,0.22,0.375,0.00087846,uniform,False,0.0,0.006405,0.96242,0.956015,0.00234256,0.9625190400000001,0.42105263157894735,0.36363636363636365
4,0.22,0.375,0.00087846,worst_case,False,0.0,0.01295,0.96243,0.94948,0.00234256,0.9625190400000001,0.42105263157894735,0.36363636363636365
4,0.22,0.5,0.00117128,uniform,False,0.0,0.008665,0.962535,0.95387,0.00234256,0.9625190400000001,0.4,0.3333333333333333
4,0.22,0.5,0.00117128,worst_case,False,0.0,0.017545,0.96263,0.945085,0.00234256,0.9625190400000001,0.4,0.3333333333333333
4,0.22,0.625,0.0014641,uniform,False,0.0,0.010945,0.96268,0.951735,0.00234256,0.9625190400000001,0.38095238095238093,0.3076923076923077
4,0.22,0.625,0.0014641,worst_case,False,0.0,0.022095,0.96296,0.940865,0.00234256,0.9625190400000001,0.38095238095238093,0.3076923076923077
4,0.22,0.75,0.00175692,uniform,False,0.0,0.013245,0.96291,0.949665,0.00234256,0.9625190400000001,0.36363636363636365,0.2857142857142857
4,0.22,0.75,0.00175692,worst_case,False,0.0,0.026625,0.963055,0.93643,0.00234256,0.9625190400000001,0.36363636363636365,0.2857142857142857
4,0.22,1.0,0.00234256,uniform,False,0.0,0.017725,0.963055,0.94533,0.00234256,0.9625190400000001,0.3333333333333333,0.25
4,0.22,1.0,0.00234256,worst_case,False,0.0,0.03531,0.962695,0.927385,0.00234256,0.9625190400000001,0.3333333333333333,0.25
4,0.22,1.5,0.00351384,uniform,False,0.0,0.02363,0.962895,0.939265,0.00234256,0.9625190400000001,0.2857142857142857,0.2
4,0.22,1.5,0.00351384,worst_case,False,0.0,0.03531,0.96154,0.92623,0.00234256,0.9625190400000001,0.2857142857142857,0.2
4,0.24,0.25,0.0008294399999999999,uniform,False,0.0,0.006205,0.946555,0.94035,0.0033177599999999995,0.9469158400000001,0.4444444444444444,0.4
4,0.24,0.25,0.0008294399999999999,worst_case,False,0.0,0.012275,0.946355,0.93408,0.0033177599999999995,0.9469158400000001,0.4444444444444444,0.4
4,0.24,0.375,0.0012441599999999998,uniform,False,0.0,0.00935,0.94658,0.93723,0.0033177599999999995,0.9469158400000001,0.42105263157894735,0.36363636363636365
4,0.24,0.375,0.0012441599999999998,worst_case,False,0.0,0.01854,0.94639,0.92785,0.0033177599999999995,0.9469158400000001,0.42105263157894735,0.36363636363636365
4,0.24,0.5,0.0016588799999999997,uniform,False,0.0,0.01237,0.94653,0.93416,0.0033177599999999995,0.9469158400000001,0.4,0.3333333333333333
4,0.24,0.5,0.0016588799999999997,worst_case,False,0.0,0.02471,0.94663,0.92192,0.0033177599999999995,0.9469158400000001,0.4,0.3333333333333333
4,0.24,0.625,0.0020735999999999997,uniform,False,0.0,0.015435,0.946415,0.93098,0.0033177599999999995,0.9469158400000001,0.38095238095238093,0.3076923076923077
4,0.24,0.625,0.0020735999999999997,worst_case,False,0.0,0.03082,0.94642,0.9156,0.0033177599999999995,0.9469158400000001,0.38095238095238093,0.3076923076923077
4,0.24,0.75,0.0024883199999999996,uniform,False,0.0,0.018695,0.946835,0.92814,0.0033177599999999995,0.9469158400000001,0.36363636363636365,0.2857142857142857
4,0.24,0.75,0.0024883199999999996,worst_case,False,0.0,0.03751,0.946695,0.909185,0.0033177599999999995,0.9469158400000001,0.36363636363636365,0.2857142857142857
4,0.24,1.0,0.0033177599999999995,uniform,False,0.0,0.02502,0.946785,0.921765,0.0033177599999999995,0.9469158400000001,0.3333333333333333,0.25
4,0.24,1.0,0.0033177599999999995,worst_case,False,0.0,0.05015,0.94697,0.89682,0.0033177599999999995,0.9469158400000001,0.3333333333333333,0.25
4,0.24,1.5,0.004976639999999999,uniform,False,0.0,0.033455,0.946755,0.9133,0.0033177599999999995,0.9469158400000001,0.2857142857142857,0.2
4,0.24,1.5,0.004976639999999999,worst_case,False,0.0,0.05015,0.945445,0.895295,0.0033177599999999995,0.9469158400000001,0.2857142857142857,0.2
4,0.26,0.25,0.0011424400000000002,uniform,False,0.0,0.00888,0.9264,0.91752,0.004569760000000001,0.92688384,0.4444444444444444,0.4
4,0.26,0.25,0.0011424400000000002,worst_case,False,0.0,0.01721,0.926185,0.908975,0.004569760000000001,0.92688384,0.4444444444444444,0.4
4,0.26,0.375,0.0017136600000000003,uniform,False,0.0,0.01319,0.926435,0.913245,0.004569760000000001,0.92688384,0.42105263157894735,0.36363636363636365
4,0.26,0.375,0.0017136600000000003,worst_case,False,0.0,0.025815,0.92652,0.900705,0.004569760000000001,0.92688384,0.42105263157894735,0.36363636363636365
4,0.26,0.5,0.0022848800000000004,uniform,False,0.0,0.01776,0.926825,0.909065,0.004569760000000001,0.92688384,0.4,0.3333333333333333
4,0.26,0.5,0.0022848800000000004,worst_case,False,0.0,0.03444,0.926355,0.891915,0.004569760000000001,0.92688384,0.4,0.3333333333333333
4,0.26,0.625,0.0028561000000000003,uniform,False,0.0,0.02185,0.926945,0.905095,0.004569760000000001,0.92688384,0.38095238095238093,0.3076923076923077
4,0.26,0.625,0.0028561000000000003,worst_case,False,0.0,0.04295,0.926285,0.883335,0.004569760000000001,0.92688384,0.38095238095238093,0.3076923076923077
4,0.26,0.75,0.0034273200000000006,uniform,False,0.0,0.02605,0.92696,0.90091,0.004569760000000001,0.92688384,0.36363636363636365,0.2857142857142857
4,0.26,0.75,0.0034273200000000006,worst_case,False,0.0,0.051845,0.92666,0.874815,0.004569760000000001,0.92688384,0.36363636363636365,0.2857142857142857
4,0.26,1.0,0.004569760000000001,uniform,False,0.0,0.034765,0.92734,0.892575,0.004569760000000001,0.92688384,0.3333333333333333,0.25
4,0.26,1.0,0.004569760000000001,worst_case,False,0.0,0.069435,0.927575,0.85814,0.004569760000000001,0.92688384,0.3333333333333333,0.25
4,0.26,1.5,0.006854640000000001,uniform,False,0.0,0.045885,0.9259,0.880015,0.004569760000000001,0.92688384,0.2857142857142857,0.2
4,0.26,1.5,0.006854640000000001,worst_case,False,0.0,0.069435,0.92475,0.855315,0.004569760000000001,0.92688384,0.2857142857142857,0.2
4,0.28,0.25,0.0015366400000000006,uniform,False,0.0,0.0121,0.90134,0.88924,0.006146560000000002,0.9016550399999999,0.4444444444444444,0.4
4,0.28,0.25,0.0015366400000000006,worst_case,False,0.0,0.02384,0.901315,0.877475,0.006146560000000002,0.9016550399999999,0.4444444444444444,0.4
4,0.28,0.375,0.002304960000000001,uniform,False,0.0,0.018155,0.90161,0.883455,0.006146560000000002,0.9016550399999999,0.42105263157894735,0.36363636363636365
4,0.28,0.375,0.002304960000000001,worst_case,False,0.0,0.035395,0.9015,0.866105,0.006146560000000002,0.9016550399999999,0.42105263157894735,0.36363636363636365
4,0.28,0.5,0.003073280000000001,uniform,False,0.0,0.023935,0.901455,0.87752,0.006146560000000002,0.9016550399999999,0.4,0.3333333333333333
4,0.28,0.5,0.003073280000000001,worst_case,False,0.0,0.04633,0.901385,0.855055,0.006146560000000002,0.9016550399999999,0.4,0.3333333333333333
4,0.28,0.625,0.0038416000000000014,uniform,False,0.0,0.02966,0.90151,0.87185,0.006146560000000002,0.9016550399999999,0.38095238095238093,0.3076923076923077
4,0.28,0.625,0.0038416000000000014,worst_case,False,0.0,0.057875,0.901995,0.84412,0.006146560000000002,0.9016550399999999,0.38095238095238093,0.3076923076923077
4,0.28,0.75,0.004609920000000002,uniform,False,0.0,0.03538,0.90159,0.86621,0.006146560000000002,0.9016550399999999,0.36363636363636365,0.2857142857142857
4,0.28,0.75,0.004609920000000002,worst_case,False,0.0,0.06965,0.90203,0.83238,0.006146560000000002,0.9016550399999999,0.36363636363636365,0.2857142857142857
4,0.28,1.0,0.006146560000000002,uniform,False,0.0,0.046995,0.90205,0.855055,0.006146560000000002,0.9016550399999999,0.3333333333333333,0.25
4,0.28,1.0,0.006146560000000002,worst_case,False,0.0,0.0931,0.902585,0.809485,0.006146560000000002,0.9016550399999999,0.3333333333333333,0.25
4,0.28,1.5,0.009219840000000003,uniform,False,0.0,0.062455,0.9017,0.839245,0.006146560000000002,0.9016550399999999,0.2857142857142857,0.2
4,0.28,1.5,0.009219840000000003,worst_case,False,0.0,0.0931,0.898705,0.805605,0.006146560000000002,0.9016550399999999,0.2857142857142857,0.2
4,0.3,0.25,0.002025,uniform,False,0.0,0.014915,0.87097,0.856055,0.0081,0.8704000000000001,0.4444444444444444,0.4
4,0.3,0.25,0.002025,worst_case,False,0.0,0.030445,0.87168,0.841235,0.0081,0.8704000000000001,0.4444444444444444,0.4
4,0.3,0.375,0.0030375,uniform,False,0.0,0.022005,0.87064,0.848635,0.0081,0.8704000000000001,0.42105263157894735,0.36363636363636365
4,0.3,0.375,0.0030375,worst_case,False,0.0,0.045275,0.871265,0.82599,0.0081,0.8704000000000001,0.42105263157894735,0.36363636363636365
4,0.3,0.5,0.00405,uniform,False,0.0,0.02976,0.870335,0.840575,0.0081,0.8704000000000001,0.4,0.3333333333333333
4,0.3,0.5,0.00405,worst_case,False,0.0,0.059855,0.87011,0.810255,0.0081,0.8704000000000001,0.4,0.3333333333333333
4,0.3,0.625,0.005062499999999999,uniform,False,0.0,0.03723,0.87014,0.83291,0.0081,0.8704000000000001,0.38095238095238093,0.3076923076923077
4,0.3,0.625,0.005062499999999999,worst_case,False,0.0,0.074595,0.86956,0.794965,0.0081,0.8704000000000001,0.38095238095238093,0.3076923076923077
4,0.3,0.75,0.006075,uniform,False,0.0,0.045025,0.8702,0.825175,0.0081,0.8704000000000001,0.36363636363636365,0.2857142857142857
4,0.3,0.75,0.006075,worst_case,False,0.0,0.089795,0.869675,0.77988,0.0081,0.8704000000000001,0.36363636363636365,0.2857142857142857
4,0.3,1.0,0.0081,uniform,False,0.0,0.05983,0.869555,0.809725,0.0081,0.8704000000000001,0.3333333333333333,0.25
4,0.3,1.0,0.0081,worst_case,False,0.0,0.120315,0.870075,0.74976,0.0081,0.8704000000000001,0.3333333333333333,0.25
4,0.3,1.5,0.01215,uniform,False,0.00068,0.07924,0.869465,0.790225,0.0081,0.8704000000000001,0.2857142857142857,0.2
4,0.3,1.5,0.01215,worst_case,False,0.01065,0.109665,0.866145,0.75648,0.0081,0.8704000000000001,0.2857142857142857,0.2
4,0.31,0.25,0.0023088024999999997,uniform,False,0.0,0.01725,0.85176,0.83451,0.009235209999999999,0.85223664,0.4444444444444444,0.4
4,0.31,0.25,0.0023088024999999997,worst_case,False,0.0,0.034955,0.85296,0.818005,0.009235209999999999,0.85223664,0.4444444444444444,0.4
4,0.31,0.375,0.0034632037499999994,uniform,False,0.0,0.02598,0.85217,0.82619,0.009235209999999999,0.85223664,0.42105263157894735,0.36363636363636365
4,0.31,0.375,0.0034632037499999994,worst_case,False,0.0,0.05207,0.8524,0.80033,0.009235209999999999,0.85223664,0.42105263157894735,0.36363636363636365
4,0.31,0.5,0.0046176049999999995,uniform,False,0.0,0.03434,0.85206,0.81772,0.009235209999999999,0.85223664,0.4,0.3333333333333333
4,0.31,0.5,0.0046176049999999995,worst_case,False,0.0,0.0693,0.852695,0.783395,0.009235209999999999,0.85223664,0.4,0.3333333333333333
4,0.31,0.625,0.0057720062499999995,uniform,False,0.0,0.04304,0.852255,0.809215,0.009235209999999999,0.85223664,0.38095238095238093,0.3076923076923077
4,0.31,0.625,0.0057720062499999995,worst_case,False,0.0,0.086205,0.85247,0.766265,0.009235209999999999,0.85223664,0.38095238095238093,0.3076923076923077
4,0.31,0.75,0.006926407499999999,uniform,False,0.0,0.051935,0.852585,0.80065,0.009235209999999999,0.85223664,0.36363636363636365,0.2857142857142857
4,0.31,0.75,0.006926407499999999,worst_case,False,0.0,0.103735,0.85255,0.748815,0.009235209999999999,0.85223664,0.36363636363636365,0.2857142857142857
4,0.31,1.0,0.009235209999999999,uniform,False,0.0,0.069475,0.852365,0.78289,0.009235209999999999,0.85223664,0.3333333333333333,0.25
4,0.31,1.0,0.009235209999999999,worst_case,False,0.0,0.138425,0.852125,0.7137,0.009235209999999999,0.85223664,0.3333333333333333,0.25
4,0.31,1.5,0.013852814999999997,uniform,False,0.001805,0.090825,0.85228,0.761455,0.009235209999999999,0.85223664,0.2857142857142857,0.2
4,0.31,1.5,0.013852814999999997,worst_case,False,0.020475,0.11795,0.847145,0.729195,0.009235209999999999,0.85223664,0.2857142857142857,0.2
4,0.32,0.25,0.00262144,uniform,False,0.0,0.01975,0.83217,0.81242,0.01048576,0.83222784,0.4444444444444444,0.4
4,0.32,0.25,0.00262144,worst_case,False,0.0,0.040115,0.83325,0.793135,0.01048576,0.83222784,0.4444444444444444,0.4
4,0.32,0.375,0.0039321600000000005,uniform,False,0.0,0.02995,0.832365,0.802415,0.01048576,0.83222784,0.42105263157894735,0.36363636363636365
4,0.32,0.375,0.0039321600000000005,worst_case,False,0.0,0.05962,0.83349,0.77387,0.01048576,0.83222784,0.42105263157894735,0.36363636363636365
4,0.32,0.5,0.00524288,uniform,False,0.0,0.03967,0.83253,0.79286,0.01048576,0.83222784,0.4,0.3333333333333333
4,0.32,0.5,0.00524288,worst_case,False,0.0,0.07913,0.8331,0.75397,0.01048576,0.83222784,0.4,0.3333333333333333
4,0.32,0.625,0.0065536,uniform,False,0.0,0.04936,0.832325,0.782965,0.01048576,0.83222784,0.38095238095238093,0.3076923076923077
4,0.32,0.625,0.0065536,worst_case,False,0.0,0.09903,0.833325,0.734295,0.01048576,0.83222784,0.38095238095238093,0.3076923076923077
4,0.32,0.75,0.007864320000000001,uniform,False,0.0,0.059175,0.832385,0.77321,0.01048576,0.83222784,0.36363636363636365,0.2857142857142857
4,0.32,0.75,0.007864320000000001,worst_case,False,0.0,0.118325,0.832695,0.71437,0.01048576,0.83222784,0.36363636363636365,0.2857142857142857
4,0.32,1.0,0.01048576,uniform,False,0.0,0.07904,0.832855,0.753815,0.01048576,0.83222784,0.3333333333333333,0.25
4,0.32,1.0,0.01048576,worst_case,False,0.0,0.156645,0.831435,0.67479,0.01048576,0.83222784,0.3333333333333333,0.25
4,0.32,1.5,0.015728640000000002,uniform,False,0.00387,0.100935,0.831875,0.73094,0.01048576,0.83222784,0.2857142857142857,0.2
4,0.32,1.5,0.015728640000000002,worst_case,False,0.031915,0.12473,0.825585,0.700855,0.01048576,0.83222784,0.2857142857142857,0.2
4,0.3333333333333333,0.25,0.003086419753086419,uniform,True,0.0,0.02271,0.802115,0.779405,0.012345679012345677,0.8024691358024691,0.4444444444444444,0.4
4,0.3333333333333333,0.25,0.003086419753086419,worst_case,True,0.0,0.04548,0.80058,0.7551,0.012345679012345677,0.8024691358024691,0.4444444444444444,0.4
4,0.3333333333333333,0.375,0.0046296296296296285,uniform,True,0.0,0.034205,0.801615,0.76741,0.012345679012345677,0.8024691358024691,0.42105263157894735,0.36363636363636365
4,0.3333333333333333,0.375,0.0046296296296296285,worst_case,True,0.0,0.068445,0.800655,0.73221,0.012345679012345677,0.8024691358024691,0.42105263157894735,0.36363636363636365
4,0.3333333333333333,0.5,0.006172839506172838,uniform,True,0.0,0.046285,0.802135,0.75585,0.012345679012345677,0.8024691358024691,0.4,0.3333333333333333
4,0.3333333333333333,0.5,0.006172839506172838,worst_case,True,0.0,0.09171,0.800695,0.708985,0.012345679012345677,0.8024691358024691,0.4,0.3333333333333333
4,0.3333333333333333,0.625,0.007716049382716048,uniform,True,0.0,0.057735,0.80221,0.744475,0.012345679012345677,0.8024691358024691,0.38095238095238093,0.3076923076923077
4,0.3333333333333333,0.625,0.007716049382716048,worst_case,True,0.0,0.11481,0.800815,0.686005,0.012345679012345677,0.8024691358024691,0.38095238095238093,0.3076923076923077
4,0.3333333333333333,0.75,0.009259259259259257,uniform,True,0.0,0.06931,0.80244,0.73313,0.012345679012345677,0.8024691358024691,0.36363636363636365,0.2857142857142857
4,0.3333333333333333,0.75,0.009259259259259257,worst_case,True,0.0,0.13846,0.801605,0.663145,0.012345679012345677,0.8024691358024691,0.36363636363636365,0.2857142857142857
4,0.3333333333333333,1.0,0.012345679012345677,uniform,True,0.0,0.09246,0.802565,0.710105,0.012345679012345677,0.8024691358024691,0.3333333333333333,0.25
4,0.3333333333333333,1.0,0.012345679012345677,worst_case,True,0.0,0.18546,0.802375,0.616915,0.012345679012345677,0.8024691358024691,0.3333333333333333,0.25
4,0.3333333333333333,1.5,0.018518518518518514,uniform,True,0.00813,0.11566,0.801515,0.685855,0.012345679012345677,0.8024691358024691,0.2857142857142857,0.2
4,0.3333333333333333,1.5,0.018518518518518514,worst_case,True,0.04881,0.13665,0.79685,0.6602,0.012345679012345677,0.8024691358024691,0.2857142857142857,0.2
4,0.34,0.25,0.003340840000000001,uniform,False,0.0,0.02614,0.78577,0.75963,0.013363360000000005,0.7861862399999999,0.4444444444444444,0.4
4,0.34,0.25,0.003340840000000001,worst_case,False,0.0,0.050805,0.78464,0.733835,0.013363360000000005,0.7861862399999999,0.4444444444444444,0.4
4,0.34,0.375,0.005011260000000002,uniform,False,0.0,0.039005,0.7862,0.747195,0.013363360000000005,0.7861862399999999,0.42105263157894735,0.36363636363636365
4,0.34,0.375,0.005011260000000002,worst_case,False,0.0,0.075825,0.78462,0.708795,0.013363360000000005,0.7861862399999999,0.42105263157894735,0.36363636363636365
4,0.34,0.5,0.006681680000000002,uniform,False,0.0,0.052045,0.78684,0.734795,0.013363360000000005,0.7861862399999999,0.4,0.3333333333333333
4,0.34,0.5,0.006681680000000002,worst_case,False,0.0,0.100885,0.784865,0.68398,0.013363360000000005,0.7861862399999999,0.4,0.3333333333333333
4,0.34,0.625,0.008352100000000003,uniform,False,0.0,0.064605,0.78703,0.722425,0.013363360000000005,0.7861862399999999,0.38095238095238093,0.3076923076923077
4,0.34,0.625,0.008352100000000003,worst_case,False,0.0,0.125625,0.78485,0.659225,0.013363360000000005,0.7861862399999999,0.38095238095238093,0.3076923076923077
4,0.34,0.75,0.010022520000000004,uniform,False,0.0,0.076415,0.786655,0.71024,0.013363360000000005,0.7861862399999999,0.36363636363636365,0.2857142857142857
4,0.34,0.75,0.010022520000000004,worst_case,False,0.0,0.15055,0.785115,0.634565,0.013363360000000005,0.7861862399999999,0.36363636363636365,0.2857142857142857
4,0.34,1.0,0.013363360000000005,uniform,False,0.000225,0.10086,0.78626,0.6854,0.013363360000000005,0.7861862399999999,0.3333333333333333,0.25
4,0.34,1.0,0.013363360000000005,worst_case,False,0.00663,0.194975,0.786475,0.5915,0.013363360000000005,0.7861862399999999,0.3333333333333333,0.25
4,0.34,1.5,0.020045040000000007,uniform,False,0.011555,0.123085,0.78471,0.661625,0.013363360000000005,0.7861862399999999,0.2857142857142857,0.2
4,0.34,1.5,0.020045040000000007,worst_case,False,0.0602,0.141405,0.779745,0.63834,0.013363360000000005,0.7861862399999999,0.2857142857142857,0.2
4,0.35,0.25,0.0037515624999999993,uniform,False,0.0,0.02794,0.75898,0.73104,0.015006249999999997,0.7599,0.4444444444444444,0.4
4,0.35,0.25,0.0037515624999999993,worst_case,False,0.0,0.05625,0.7598,0.70355,0.015006249999999997,0.7599,0.4444444444444444,0.4
4,0.35,0.375,0.005627343749999999,uniform,False,0.0,0.04229,0.759315,0.717025,0.015006249999999997,0.7599,0.42105263157894735,0.36363636363636365
4,0.35,0.375,0.005627343749999999,worst_case,False,0.0,0.084935,0.759735,0.6748,0.015006249999999997,0.7599,0.42105263157894735,0.36363636363636365
