family,seed,budget,delta,eps,log_eps,attack,x0,eta,safe,x_max,safe_frac,action_rms,action_max
L5_random,5,0.15,-0.051,2.147830474130534,0.332,chirp,0.35,0.15538398312749738,0,0.9131800162281993,0.043750000000000004,0.1708886848950008,0.7022094027228832
L5_random,5,0.15,-0.051,2.147830474130534,0.332,ou_noise,0.15,0.15538398312749738,0,1.0200811277424287,0.7825,0.22917733246873484,0.7061647372163625
L5_random,5,0.15,-0.051,2.147830474130534,0.332,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.1536929899113152,0.7075747813665769
L5_random,5,0.15,-0.051,4.130475019901613,0.616,sinusoid,0.15,0.15538398312749738,0,1.2583113963918207,0.5225,0.11920448075211379,0.7068265199044207
L5_random,5,0.15,-0.051,4.130475019901613,0.616,sinusoid,0.35,0.15538398312749738,0,0.7895674333653196,0.5975,0.17424308577105935,0.7049813592665973
L5_random,5,0.15,-0.051,4.130475019901613,0.616,square,0.15,0.15538398312749738,0,1.2589615562952736,0.47125,0.10136362029571858,0.7033078441967858
L5_random,5,0.15,-0.051,4.130475019901613,0.616,square,0.35,0.15538398312749738,0,1.2589519924914672,0.535,0.11857664314157838,0.7020212087475147
L5_random,5,0.15,-0.051,4.130475019901613,0.616,chirp,0.15,0.15538398312749738,0,1.1749918833281658,0.8775000000000001,0.23765237138035636,0.7076839185641222
L5_random,5,0.15,-0.051,4.130475019901613,0.616,chirp,0.35,0.15538398312749738,0,1.2505460817887963,0.7425,0.21100169522206436,0.7069849845672574
L5_random,5,0.15,-0.051,4.130475019901613,0.616,ou_noise,0.15,0.15538398312749738,0,1.2253091783531453,0.06875,0.1941715577447693,0.6763808623505816
L5_random,5,0.15,-0.051,4.130475019901613,0.616,ou_noise,0.35,0.15538398312749738,0,1.2230803658452045,0.03125,0.14894339305518525,0.6958091838137441
L5_random,5,0.15,-0.051,7.943282347242816,0.9,sinusoid,0.15,0.15538398312749738,0,1.4141980063786437,0.55,0.10716087718589667,0.7054100148583174
L5_random,5,0.15,-0.051,7.943282347242816,0.9,sinusoid,0.35,0.15538398312749738,0,1.4162070107395355,0.50375,0.1166075742328509,0.7056211016182299
L5_random,5,0.15,-0.051,7.943282347242816,0.9,square,0.15,0.15538398312749738,0,1.4183218552990875,0.6875,0.019826581762117625,0.2997687755470125
L5_random,5,0.15,-0.051,7.943282347242816,0.9,square,0.35,0.15538398312749738,0,1.4183218552990875,0.59875,0.05155012434874906,0.6174153119343323
L5_random,5,0.15,-0.051,7.943282347242816,0.9,chirp,0.15,0.15538398312749738,0,1.4177133510698314,0.4575,0.14658950753788985,0.7078056847058803
L5_random,5,0.15,-0.051,7.943282347242816,0.9,chirp,0.35,0.15538398312749738,0,1.4155230957880478,0.5575,0.1679513899344068,0.6915015887502677
L5_random,5,0.15,-0.051,7.943282347242816,0.9,ou_noise,0.15,0.15538398312749738,0,1.3717902218765712,0.58875,0.18617969855478408,0.7077610502406416
L5_random,5,0.15,-0.051,7.943282347242816,0.9,ou_noise,0.35,0.15538398312749738,0,1.2730331281219602,0.59125,0.11828202819342247,0.7063772427003348
L5_random,5,0.15,-0.017,0.3019951720402016,-0.52,sinusoid,0.15,0.15538398312749738,1,0.15550380513030737,1.0,0.29999325142979466,0.5298666771191647
L5_random,5,0.15,-0.017,0.3019951720402016,-0.52,sinusoid,0.35,0.15538398312749738,1,0.35,1.0,0.2948861257414605,0.6089460855551557
L5_random,5,0.15,-0.017,0.3019951720402016,-0.52,square,0.15,0.15538398312749738,1,0.15,1.0,0.3902330106335613,0.6098186935801748
L5_random,5,0.15,-0.017,0.3019951720402016,-0.52,square,0.35,0.15538398312749738,1,0.35,1.0,0.4463174966530106,0.6098186935801748
L5_random,5,0.15,-0.017,0.3019951720402016,-0.52,chirp,0.15,0.15538398312749738,1,0.15710703792912056,1.0,0.3023058217849571,0.6657315516105224
L5_random,5,0.15,-0.017,0.3019951720402016,-0.52,chirp,0.35,0.15538398312749738,1,0.35,1.0,0.29358133246371104,0.5296363909889406
L5_random,5,0.15,-0.017,0.3019951720402016,-0.52,ou_noise,0.15,0.15538398312749738,1,0.15,1.0,0.14468345405062716,0.6212918306194775
L5_random,5,0.15,-0.017,0.3019951720402016,-0.52,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.16505003607331553,0.47187442450894485
L5_random,5,0.15,-0.017,0.580764417521312,-0.23600000000000002,sinusoid,0.15,0.15538398312749738,1,0.20626191676048658,1.0,0.2575326963912887,0.5566410705503656
L5_random,5,0.15,-0.017,0.580764417521312,-0.23600000000000002,sinusoid,0.35,0.15538398312749738,1,0.35,1.0,0.3202490996769239,0.7079662351681361
L5_random,5,0.15,-0.017,0.580764417521312,-0.23600000000000002,square,0.15,0.15538398312749738,1,0.20650631990803806,1.0,0.33387009945350055,0.7079569131701593
L5_random,5,0.15,-0.017,0.580764417521312,-0.23600000000000002,square,0.35,0.15538398312749738,1,0.3785042409922914,1.0,0.29611303472430023,0.7079665481672563
L5_random,5,0.15,-0.017,0.580764417521312,-0.23600000000000002,chirp,0.15,0.15538398312749738,1,0.18751934501946585,1.0,0.36974364307612084,0.7078858499029841
L5_random,5,0.15,-0.017,0.580764417521312,-0.23600000000000002,chirp,0.35,0.15538398312749738,1,0.3748170874704246,1.0,0.36984958455729217,0.7079647691724891
L5_random,5,0.15,-0.017,0.580764417521312,-0.23600000000000002,ou_noise,0.15,0.15538398312749738,1,0.1911361920170701,1.0,0.24371259782290763,0.42313028084263055
L5_random,5,0.15,-0.017,0.580764417521312,-0.23600000000000002,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.2595926891108107,0.5929051453446835
L5_random,5,0.15,-0.017,1.1168632477805611,0.04800000000000001,sinusoid,0.15,0.15538398312749738,1,0.25481970431375445,1.0,0.30639065330208387,0.7079472870330347
L5_random,5,0.15,-0.017,1.1168632477805611,0.04800000000000001,sinusoid,0.35,0.15538398312749738,0,0.9458361535367464,0.64625,0.24792589180368987,0.7079471232153633
L5_random,5,0.15,-0.017,1.1168632477805611,0.04800000000000001,square,0.15,0.15538398312749738,1,0.4494558575854478,1.0,0.2547409255632728,0.7075295168724124
L5_random,5,0.15,-0.017,1.1168632477805611,0.04800000000000001,square,0.35,0.15538398312749738,0,0.9984038584723087,0.57375,0.2160080120687471,0.7073623918567754
L5_random,5,0.15,-0.017,1.1168632477805611,0.04800000000000001,chirp,0.15,0.15538398312749738,0,0.8584286842952485,0.8675,0.26749431621625447,0.7075607948634914
L5_random,5,0.15,-0.017,1.1168632477805611,0.04800000000000001,chirp,0.35,0.15538398312749738,0,0.7268361039006898,0.8875000000000001,0.28735244439976054,0.7079523729449726
L5_random,5,0.15,-0.017,1.1168632477805611,0.04800000000000001,ou_noise,0.15,0.15538398312749738,1,0.20527328928682126,1.0,0.2947339559340286,0.705656710135666
L5_random,5,0.15,-0.017,1.1168632477805611,0.04800000000000001,ou_noise,0.35,0.15538398312749738,1,0.37628777891660675,1.0,0.3031858283476646,0.7079478376875517
L5_random,5,0.15,-0.017,2.147830474130534,0.332,sinusoid,0.15,0.15538398312749738,0,0.9073662944201808,0.58875,0.2210806590535283,0.7074646318929191
L5_random,5,0.15,-0.017,2.147830474130534,0.332,sinusoid,0.35,0.15538398312749738,0,1.067183665856855,0.6025,0.1967722805013217,0.707447754466238
L5_random,5,0.15,-0.017,2.147830474130534,0.332,square,0.15,0.15538398312749738,0,1.124288951462698,0.54125,0.17063083903383292,0.7079589083998497
L5_random,5,0.15,-0.017,2.147830474130534,0.332,square,0.35,0.15538398312749738,0,0.5272180131043748,0.995,0.24439615235833048,0.7075336278187105
L5_random,5,0.15,-0.017,2.147830474130534,0.332,chirp,0.15,0.15538398312749738,0,0.9503702080558268,0.89,0.26821471283582554,0.7072576850413657
L5_random,5,0.15,-0.017,2.147830474130534,0.332,chirp,0.35,0.15538398312749738,0,0.9174308984901617,0.04875,0.20575290829202222,0.7078916982671215
L5_random,5,0.15,-0.017,2.147830474130534,0.332,ou_noise,0.15,0.15538398312749738,0,0.9991039413425661,0.7825,0.24529520622570677,0.7078379853320401
L5_random,5,0.15,-0.017,2.147830474130534,0.332,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.20379982631137344,0.7026981590448756
L5_random,5,0.15,-0.017,4.130475019901613,0.616,sinusoid,0.15,0.15538398312749738,0,1.2583116712887066,0.5225,0.13035216162270846,0.7075430133340226
L5_random,5,0.15,-0.017,4.130475019901613,0.616,sinusoid,0.35,0.15538398312749738,0,0.7801193675863964,0.6125,0.19256407856914615,0.7073885930706573
L5_random,5,0.15,-0.017,4.130475019901613,0.616,square,0.15,0.15538398312749738,0,1.2589615562952563,0.47125,0.07703036727865639,0.5773922866261302
L5_random,5,0.15,-0.017,4.130475019901613,0.616,square,0.35,0.15538398312749738,0,1.2589520793646976,0.535,0.12279697422560201,0.7022835818996652
L5_random,5,0.15,-0.017,4.130475019901613,0.616,chirp,0.15,0.15538398312749738,0,1.1764203540409817,0.8775000000000001,0.2512394173859715,0.7079464534603759
L5_random,5,0.15,-0.017,4.130475019901613,0.616,chirp,0.35,0.15538398312749738,0,1.2507450055239198,0.745,0.2181298972222835,0.7065504379379789
L5_random,5,0.15,-0.017,4.130475019901613,0.616,ou_noise,0.15,0.15538398312749738,0,1.2253065152962554,0.06375,0.2032507632987123,0.7079671897853917
L5_random,5,0.15,-0.017,4.130475019901613,0.616,ou_noise,0.35,0.15538398312749738,0,1.2230652912646351,0.03125,0.19367983664458716,0.7062330362185815
L5_random,5,0.15,-0.017,7.943282347242816,0.9,sinusoid,0.15,0.15538398312749738,0,1.4141934543971086,0.55,0.11051157163846949,0.7077021779664792
L5_random,5,0.15,-0.017,7.943282347242816,0.9,sinusoid,0.35,0.15538398312749738,0,1.416209846810097,0.50375,0.11028018351976311,0.6961963959172945
L5_random,5,0.15,-0.017,7.943282347242816,0.9,square,0.15,0.15538398312749738,0,1.4183218552990875,0.6875,0.036880002811426824,0.5981961891317865
L5_random,5,0.15,-0.017,7.943282347242816,0.9,square,0.35,0.15538398312749738,0,1.4183218552990875,0.59875,0.0452173754249136,0.471203137982122
L5_random,5,0.15,-0.017,7.943282347242816,0.9,chirp,0.15,0.15538398312749738,0,1.4177133594205018,0.4575,0.12736476255938153,0.7027066336041723
L5_random,5,0.15,-0.017,7.943282347242816,0.9,chirp,0.35,0.15538398312749738,0,1.4155296890603086,0.56,0.18619465767285645,0.7078715829720648
L5_random,5,0.15,-0.017,7.943282347242816,0.9,ou_noise,0.15,0.15538398312749738,0,1.3717535436939883,0.59125,0.18382646436306305,0.7079000100181829
L5_random,5,0.15,-0.017,7.943282347242816,0.9,ou_noise,0.35,0.15538398312749738,0,1.2731587774264326,0.59125,0.10556787256113588,0.6785179186673499
L5_random,5,0.15,0.0,0.3019951720402016,-0.52,sinusoid,0.15,0.15538398312749738,1,0.15,1.0,0.345665272463017,0.5894270830677908
L5_random,5,0.15,0.0,0.3019951720402016,-0.52,sinusoid,0.35,0.15538398312749738,1,0.35,1.0,0.2980416376044275,0.6944101265338536
L5_random,5,0.15,0.0,0.3019951720402016,-0.52,square,0.15,0.15538398312749738,1,0.15,1.0,0.3922939770027878,0.6222563841311965
L5_random,5,0.15,0.0,0.3019951720402016,-0.52,square,0.35,0.15538398312749738,1,0.35,1.0,0.4486737741343856,0.6113985511197229
L5_random,5,0.15,0.0,0.3019951720402016,-0.52,chirp,0.15,0.15538398312749738,1,0.15,1.0,0.2240441329805434,0.31465245398789615
L5_random,5,0.15,0.0,0.3019951720402016,-0.52,chirp,0.35,0.15538398312749738,1,0.35,1.0,0.21865973933367303,0.4664298979733654
L5_random,5,0.15,0.0,0.3019951720402016,-0.52,ou_noise,0.15,0.15538398312749738,1,0.15,1.0,0.12230103847592498,0.7029561533886225
L5_random,5,0.15,0.0,0.3019951720402016,-0.52,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.1855299434365509,0.39829512453330956
L5_random,5,0.15,0.0,0.580764417521312,-0.23600000000000002,sinusoid,0.15,0.15538398312749738,1,0.21146493469006525,1.0,0.26048815993425223,0.5932481910979184
L5_random,5,0.15,0.0,0.580764417521312,-0.23600000000000002,sinusoid,0.35,0.15538398312749738,1,0.35,1.0,0.30484263093472463,0.7079555428844697
L5_random,5,0.15,0.0,0.580764417521312,-0.23600000000000002,square,0.15,0.15538398312749738,1,0.2115290094714537,1.0,0.31336937523098346,0.6978351368869418
L5_random,5,0.15,0.0,0.580764417521312,-0.23600000000000002,square,0.35,0.15538398312749738,1,0.36147104668118135,1.0,0.2894335122376861,0.7071062645144346
L5_random,5,0.15,0.0,0.580764417521312,-0.23600000000000002,chirp,0.15,0.15538398312749738,1,0.1735232991505398,1.0,0.3933654543124637,0.7079570583803056
L5_random,5,0.15,0.0,0.580764417521312,-0.23600000000000002,chirp,0.35,0.15538398312749738,1,0.3614691538279168,1.0,0.36915364790612704,0.7078413935597055
L5_random,5,0.15,0.0,0.580764417521312,-0.23600000000000002,ou_noise,0.15,0.15538398312749738,1,0.17500846373713116,1.0,0.25874181939268287,0.4566183449416727
L5_random,5,0.15,0.0,0.580764417521312,-0.23600000000000002,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.27581090093924693,0.68110001913748
L5_random,5,0.15,0.0,1.1168632477805611,0.04800000000000001,sinusoid,0.15,0.15538398312749738,1,0.28483900209483753,1.0,0.28372476850121564,0.7079454091720752
L5_random,5,0.15,0.0,1.1168632477805611,0.04800000000000001,sinusoid,0.35,0.15538398312749738,0,0.9310133695625978,0.64375,0.2646462453515797,0.7079682440896256
L5_random,5,0.15,0.0,1.1168632477805611,0.04800000000000001,square,0.15,0.15538398312749738,1,0.4540069962448851,1.0,0.24998822773680135,0.7079421934821281
L5_random,5,0.15,0.0,1.1168632477805611,0.04800000000000001,square,0.35,0.15538398312749738,0,0.9816806976709374,0.57375,0.2775293026663522,0.6629754969418826
L5_random,5,0.15,0.0,1.1168632477805611,0.04800000000000001,chirp,0.15,0.15538398312749738,0,0.8529016415174645,0.8675,0.29364690532599647,0.7078020812088606
L5_random,5,0.15,0.0,1.1168632477805611,0.04800000000000001,chirp,0.35,0.15538398312749738,0,0.7017080223039025,0.9275,0.30673736869162893,0.7079103367647104
L5_random,5,0.15,0.0,1.1168632477805611,0.04800000000000001,ou_noise,0.15,0.15538398312749738,1,0.18991774791695154,1.0,0.32360228436154476,0.7077237551648234
L5_random,5,0.15,0.0,1.1168632477805611,0.04800000000000001,ou_noise,0.35,0.15538398312749738,1,0.3615544222825559,1.0,0.3275741978042402,0.7056246381247946
L5_random,5,0.15,0.0,2.147830474130534,0.332,sinusoid,0.15,0.15538398312749738,0,0.9082162969068855,0.58875,0.2151156874174283,0.7079074898542975
L5_random,5,0.15,0.0,2.147830474130534,0.332,sinusoid,0.35,0.15538398312749738,0,1.0690957403914678,0.6025,0.19874676185725088,0.7079682042250198
L5_random,5,0.15,0.0,2.147830474130534,0.332,square,0.15,0.15538398312749738,0,1.1246654110061636,0.54125,0.19800418202866954,0.7079567339076418
L5_random,5,0.15,0.0,2.147830474130534,0.332,square,0.35,0.15538398312749738,0,0.5265145772395002,0.995,0.2467674493915186,0.7078832106635029
L5_random,5,0.15,0.0,2.147830474130534,0.332,chirp,0.15,0.15538398312749738,0,0.9505578884084975,0.8825000000000001,0.25332315821151585,0.7079543932811385
L5_random,5,0.15,0.0,2.147830474130534,0.332,chirp,0.35,0.15538398312749738,0,0.914851659258583,0.04875,0.2205864524365406,0.707946410812736
L5_random,5,0.15,0.0,2.147830474130534,0.332,ou_noise,0.15,0.15538398312749738,0,0.9835385084931338,0.785,0.25850981099278475,0.7044600202203223
L5_random,5,0.15,0.0,2.147830474130534,0.332,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.24363664075547106,0.7079672562986341
L5_random,5,0.15,0.0,4.130475019901613,0.616,sinusoid,0.15,0.15538398312749738,0,1.2583115856401106,0.5225,0.12810362699568947,0.7075737450953486
L5_random,5,0.15,0.0,4.130475019901613,0.616,sinusoid,0.35,0.15538398312749738,0,0.7714367796147613,0.6125,0.21440782869131048,0.7077601496475288
L5_random,5,0.15,0.0,4.130475019901613,0.616,square,0.15,0.15538398312749738,0,1.2589615562953187,0.46875,0.07287214708747458,0.6187765178135608
L5_random,5,0.15,0.0,4.130475019901613,0.616,square,0.35,0.15538398312749738,0,1.258952096885487,0.535,0.1003126131835215,0.691836559569906
L5_random,5,0.15,0.0,4.130475019901613,0.616,chirp,0.15,0.15538398312749738,0,1.1758426898163838,0.8775000000000001,0.26140694220387245,0.7076600639531134
L5_random,5,0.15,0.0,4.130475019901613,0.616,chirp,0.35,0.15538398312749738,0,1.2506178055407577,0.745,0.2357007356897223,0.7078150630813722
L5_random,5,0.15,0.0,4.130475019901613,0.616,ou_noise,0.15,0.15538398312749738,0,1.225308161662015,0.06375,0.19844244631981542,0.6928263114907713
L5_random,5,0.15,0.0,4.130475019901613,0.616,ou_noise,0.35,0.15538398312749738,0,1.2233649872836199,0.03375,0.19576648473723424,0.707925991503557
L5_random,5,0.15,0.0,7.943282347242816,0.9,sinusoid,0.15,0.15538398312749738,0,1.4141912548841866,0.55,0.11446717131498753,0.7068558342996047
L5_random,5,0.15,0.0,7.943282347242816,0.9,sinusoid,0.35,0.15538398312749738,0,1.416209906927853,0.50375,0.11988068668896922,0.7073763654234598
L5_random,5,0.15,0.0,7.943282347242816,0.9,square,0.15,0.15538398312749738,0,1.4183218552990875,0.6875,0.025686804110560433,0.3072253845923618
L5_random,5,0.15,0.0,7.943282347242816,0.9,square,0.35,0.15538398312749738,0,1.4183218552990875,0.59875,0.054718494773769916,0.4595087676229056
L5_random,5,0.15,0.0,7.943282347242816,0.9,chirp,0.15,0.15538398312749738,0,1.4177137234665378,0.4575,0.13749558599305992,0.7051523622344159
L5_random,5,0.15,0.0,7.943282347242816,0.9,chirp,0.35,0.15538398312749738,0,1.4155278425051814,0.5625,0.19023223494939914,0.707968265887674
L5_random,5,0.15,0.0,7.943282347242816,0.9,ou_noise,0.15,0.15538398312749738,0,1.3717601138493107,0.58375,0.19513716298232298,0.7070740936523559
L5_random,5,0.15,0.0,7.943282347242816,0.9,ou_noise,0.35,0.15538398312749738,0,1.2733066709598488,0.59125,0.12155220997730332,0.6354119103801515
L5_random,5,0.15,0.017,0.3019951720402016,-0.52,sinusoid,0.15,0.15538398312749738,1,0.15,1.0,0.2092226997095024,0.3146522486307915
L5_random,5,0.15,0.017,0.3019951720402016,-0.52,sinusoid,0.35,0.15538398312749738,1,0.35,1.0,0.18721313076391144,0.6330175977071165
L5_random,5,0.15,0.017,0.3019951720402016,-0.52,square,0.15,0.15538398312749738,1,0.155256458694981,1.0,0.18768806727100953,0.3146509209982395
L5_random,5,0.15,0.017,0.3019951720402016,-0.52,square,0.35,0.15538398312749738,1,0.35,1.0,0.21606289848803245,0.46090252946442084
L5_random,5,0.15,0.017,0.3019951720402016,-0.52,chirp,0.15,0.15538398312749738,1,0.15525096298289395,1.0,0.16667690841519878,0.3146512983268618
L5_random,5,0.15,0.017,0.3019951720402016,-0.52,chirp,0.35,0.15538398312749738,1,0.35,1.0,0.1669078285890925,0.4719439708191027
L5_random,5,0.15,0.017,0.3019951720402016,-0.52,ou_noise,0.15,0.15538398312749738,1,0.15,1.0,0.14308602794533604,0.3096410390803057
L5_random,5,0.15,0.017,0.3019951720402016,-0.52,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.1846868150258071,0.6573804346900911
L5_random,5,0.15,0.017,0.580764417521312,-0.23600000000000002,sinusoid,0.15,0.15538398312749738,1,0.19570980055992845,1.0,0.2701660870536445,0.6981797857704332
L5_random,5,0.15,0.017,0.580764417521312,-0.23600000000000002,sinusoid,0.35,0.15538398312749738,1,0.35,1.0,0.3094592740044491,0.7079680257677167
L5_random,5,0.15,0.017,0.580764417521312,-0.23600000000000002,square,0.15,0.15538398312749738,1,0.1957941797789754,1.0,0.3251902735637453,0.7078156685090833
L5_random,5,0.15,0.017,0.580764417521312,-0.23600000000000002,square,0.35,0.15538398312749738,1,0.35249751102421206,1.0,0.296308947357153,0.7079101993754792
L5_random,5,0.15,0.017,0.580764417521312,-0.23600000000000002,chirp,0.15,0.15538398312749738,1,0.17047367965379476,1.0,0.1648360757565891,0.47158968268891677
L5_random,5,0.15,0.017,0.580764417521312,-0.23600000000000002,chirp,0.35,0.15538398312749738,1,0.35,1.0,0.1867020866288011,0.47151176360737224
L5_random,5,0.15,0.017,0.580764417521312,-0.23600000000000002,ou_noise,0.15,0.15538398312749738,1,0.1725588144801021,1.0,0.2738715046080249,0.4716860808074233
L5_random,5,0.15,0.017,0.580764417521312,-0.23600000000000002,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.2942930379931791,0.6984448376674636
L5_random,5,0.15,0.017,1.1168632477805611,0.04800000000000001,sinusoid,0.15,0.15538398312749738,1,0.2860747024385039,1.0,0.29392485049968764,0.7079659649862398
L5_random,5,0.15,0.017,1.1168632477805611,0.04800000000000001,sinusoid,0.35,0.15538398312749738,0,0.9167359619040508,0.64125,0.27541708017706007,0.7079672697773188
L5_random,5,0.15,0.017,1.1168632477805611,0.04800000000000001,square,0.15,0.15538398312749738,1,0.45688484325937884,1.0,0.24691037590780207,0.7079505102902687
L5_random,5,0.15,0.017,1.1168632477805611,0.04800000000000001,square,0.35,0.15538398312749738,0,0.9650121399334044,0.57625,0.33657961175292916,0.7075009303899834
L5_random,5,0.15,0.017,1.1168632477805611,0.04800000000000001,chirp,0.15,0.15538398312749738,0,0.8478262960823016,0.87,0.29986866970860304,0.7078634340996146
L5_random,5,0.15,0.017,1.1168632477805611,0.04800000000000001,chirp,0.35,0.15538398312749738,0,0.6669892226794776,0.9375,0.2964219304829081,0.7079681738089074
L5_random,5,0.15,0.017,1.1168632477805611,0.04800000000000001,ou_noise,0.15,0.15538398312749738,1,0.19804511740798805,1.0,0.3327830858185667,0.7064927167064073
L5_random,5,0.15,0.017,1.1168632477805611,0.04800000000000001,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.34554567898078586,0.7074143452172512
L5_random,5,0.15,0.017,2.147830474130534,0.332,sinusoid,0.15,0.15538398312749738,0,0.9116936430538296,0.58875,0.22396638242939765,0.7068514259615755
L5_random,5,0.15,0.017,2.147830474130534,0.332,sinusoid,0.35,0.15538398312749738,0,1.0702174967142306,0.605,0.1947816649831093,0.7076353098813829
L5_random,5,0.15,0.017,2.147830474130534,0.332,square,0.15,0.15538398312749738,0,1.1250522525555788,0.54125,0.1663996207894521,0.703167725350809
L5_random,5,0.15,0.017,2.147830474130534,0.332,square,0.35,0.15538398312749738,0,0.5265947388609205,0.995,0.22905808058474258,0.7079580901800865
L5_random,5,0.15,0.017,2.147830474130534,0.332,chirp,0.15,0.15538398312749738,0,0.9481960949403644,0.885,0.2630725456770421,0.7077771062553445
L5_random,5,0.15,0.017,2.147830474130534,0.332,chirp,0.35,0.15538398312749738,0,0.9120353914457435,0.051250000000000004,0.23050450450457444,0.7079659154884946
L5_random,5,0.15,0.017,2.147830474130534,0.332,ou_noise,0.15,0.15538398312749738,0,1.0507424357325144,0.775,0.23737715859593805,0.6992417926545854
L5_random,5,0.15,0.017,2.147830474130534,0.332,ou_noise,0.35,0.15538398312749738,1,0.35056003038610517,1.0,0.25297171246565986,0.7045754772564599
L5_random,5,0.15,0.017,4.130475019901613,0.616,sinusoid,0.15,0.15538398312749738,0,1.2583119393035174,0.5225,0.1289106335980788,0.7076094319826306
L5_random,5,0.15,0.017,4.130475019901613,0.616,sinusoid,0.35,0.15538398312749738,0,0.7704011011882027,0.6125,0.22136210763769423,0.7077956331233782
L5_random,5,0.15,0.017,4.130475019901613,0.616,square,0.15,0.15538398312749738,0,1.2589615562952972,0.47125,0.08400984615909265,0.6774339137596268
L5_random,5,0.15,0.017,4.130475019901613,0.616,square,0.35,0.15538398312749738,0,1.2589521357411335,0.535,0.10044386304619216,0.704874129300368
L5_random,5,0.15,0.017,4.130475019901613,0.616,chirp,0.15,0.15538398312749738,0,1.176880721165814,0.8775000000000001,0.2602234246791808,0.7078392640015132
L5_random,5,0.15,0.017,4.130475019901613,0.616,chirp,0.35,0.15538398312749738,0,1.2502316813038934,0.745,0.2426911093963057,0.7078875605841702
L5_random,5,0.15,0.017,4.130475019901613,0.616,ou_noise,0.15,0.15538398312749738,0,1.2253131029353423,0.06375,0.21192195443602366,0.7076652270431774
L5_random,5,0.15,0.017,4.130475019901613,0.616,ou_noise,0.35,0.15538398312749738,0,1.2233906699832564,0.03375,0.20600991296411916,0.7078515571044007
L5_random,5,0.15,0.017,7.943282347242816,0.9,sinusoid,0.15,0.15538398312749738,0,1.4141891010399321,0.55,0.10051796991063978,0.6706740833266498
L5_random,5,0.15,0.017,7.943282347242816,0.9,sinusoid,0.35,0.15538398312749738,0,1.4162107250479934,0.50375,0.10725492622190133,0.6284555392359282
L5_random,5,0.15,0.017,7.943282347242816,0.9,square,0.15,0.15538398312749738,0,1.4183218552990875,0.6875,0.02371926229968735,0.31458892732493743
L5_random,5,0.15,0.017,7.943282347242816,0.9,square,0.35,0.15538398312749738,0,1.4183218552990875,0.59875,0.05505667865436494,0.7068385340540536
L5_random,5,0.15,0.017,7.943282347242816,0.9,chirp,0.15,0.15538398312749738,0,1.4177133421934123,0.4575,0.1290508722610118,0.7036749111177043
L5_random,5,0.15,0.017,7.943282347242816,0.9,chirp,0.35,0.15538398312749738,0,1.41552270999937,0.5675,0.20240692716314718,0.7075993421673937
L5_random,5,0.15,0.017,7.943282347242816,0.9,ou_noise,0.15,0.15538398312749738,0,1.3719797944288494,0.58125,0.18076556433654503,0.7078879700932235
L5_random,5,0.15,0.017,7.943282347242816,0.9,ou_noise,0.35,0.15538398312749738,0,1.273088147783118,0.59125,0.11621241519540954,0.6875637214097734
L5_random,5,0.15,0.051,0.3019951720402016,-0.52,sinusoid,0.15,0.15538398312749738,1,0.15,1.0,0.2079932667362422,0.3696973552964243
L5_random,5,0.15,0.051,0.3019951720402016,-0.52,sinusoid,0.35,0.15538398312749738,1,0.35,1.0,0.19819413528265448,0.638566419306173
L5_random,5,0.15,0.051,0.3019951720402016,-0.52,square,0.15,0.15538398312749738,1,0.15,1.0,0.24977611260632993,0.45092905488965057
L5_random,5,0.15,0.051,0.3019951720402016,-0.52,square,0.35,0.15538398312749738,1,0.35,1.0,0.28579117356796463,0.4719214501763226
L5_random,5,0.15,0.051,0.3019951720402016,-0.52,chirp,0.15,0.15538398312749738,1,0.15805964864705005,1.0,0.23630470772295534,0.4714372707736526
L5_random,5,0.15,0.051,0.3019951720402016,-0.52,chirp,0.35,0.15538398312749738,1,0.35,1.0,0.22645186235529283,0.4581645805487423
L5_random,5,0.15,0.051,0.3019951720402016,-0.52,ou_noise,0.15,0.15538398312749738,1,0.15,1.0,0.12124873398730347,0.39425320203021763
L5_random,5,0.15,0.051,0.3019951720402016,-0.52,ou_noise,0.35,0.15538398312749738,1,0.35,1.0,0.16380012324975912,0.42922048537394003
L5_random,5,0.15,0.051,0.580764417521312,-0.23600000000000002,sinusoid,0.15,0.15538398312749738,1,0.1735723210168383,1.0,0.2893305110025107,0.5182948591310743
L5_random,5,0.15,0.051,0.580764417521312,-0.23600000000000002,sinusoid,0.35,0.15538398312749738,1,0.35,1.0,0.2972071077296322,0.7079248663715871
L5_random,5,0.15,0.051,0.580764417521312,-0.23600000000000002,square,0.15,0.15538398312749738,1,0.17357235170258248,1.0,0.35753727432016064,0.7027358848470369
L5_random,5,0.15,0.051,0.580764417521312,-0.23600000000000002,square,0.35,0.15538398312749738,1,0.41031901621972616,1.0,0.2918968027336314,0.7078797821000133
